gene_id (Stringtie)	gene_id (Stringtie_gtf)	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	HG1	HG2	HG3	DG1	DG2	DG3	
MSTRG.21704	MSTRG.21704_jg27882	324.3519448	-3.762976727	0.46175643	-8.149267629	3.66E-16	6.24E-14	297.8498722	621.2276395	893.5503213	39.29649448	52.40511961	41.78222181	
MSTRG.15355	MSTRG.15355_jg1572	267.8549031	3.528833	0.433522798	8.139901785	3.96E-16	6.70E-14	19.61885385	45.01649562	61.2020768	570.2357977	447.6533711	463.4028237	
MSTRG.10060	MSTRG.10060_jg24647	159.9684708	5.055164496	0.623400814	8.109011705	5.10E-16	8.59E-14	0	15.43422707	11.22038075	239.2719886	316.3248786	377.5593498	
MSTRG.21955	MSTRG.21955_jg28115	2045.190516	3.562357669	0.439620898	8.10324915	5.35E-16	8.95E-14	135.5484448	397.431347	422.2943299	3085.211444	3740.967875	4489.689653	
MSTRG.106	MSTRG.106_jg15500.1	4993.557026	3.876952164	0.479277311	8.08916273	6.01E-16	9.98E-14	1064.768705	495.1814518	351.9119416	11421.30781	5486.752884	11141.41937	
MSTRG.5235	MSTRG.5235_jg14075	829.2555139	-2.918006099	0.363965878	-8.017251815	1.08E-15	1.79E-13	2170.558649	1097.116307	1127.138248	160.6789997	213.4088003	206.6320788	
MSTRG.32143	MSTRG.32143_jg29248	1205.601325	-2.354970603	0.293956414	-8.011291788	1.14E-15	1.85E-13	2696.700639	1678.472194	1675.91687	439.2474827	361.1533544	382.1174104	
MSTRG.29342	MSTRG.29342_jg9109	5722.571036	3.148241691	0.394211534	7.986173463	1.39E-15	2.26E-13	718.7634639	1337.633013	1421.928251	6437.639051	10713.37433	13706.08811	
MSTRG.2662	MSTRG.2662_jg26762	15514.55752	2.168589505	0.272633243	7.954237281	1.80E-15	2.90E-13	4164.547614	6041.213712	6729.168345	27793.10066	21570.07351	26789.24127	
MSTRG.31768	MSTRG.31768_jg28888	225.8193153	-2.931262002	0.368715539	-7.949928032	1.87E-15	2.99E-13	340.6546442	427.0136156	430.4546069	52.39532597	69.45256815	34.94513097	
MSTRG.38605	MSTRG.38605_jg12141	1148.169009	2.438967291	0.307810791	7.923592566	2.31E-15	3.67E-13	285.365147	385.8556767	399.8535685	2170.039751	2266.047883	1381.852027	
MSTRG.21086	MSTRG.21086_jg33448	309.5631622	2.724007108	0.344708594	7.902347527	2.74E-15	4.33E-13	101.6613336	69.45402181	74.46252678	427.8951621	686.3176507	497.588278	
MSTRG.8110	MSTRG.8110_jg6356	1261.108154	-4.706147102	0.596850242	-7.884971422	3.15E-15	4.95E-13	4967.13709	1403.228478	917.0111174	116.1429726	75.76643798	87.36282743	
MSTRG.18847	MSTRG.18847_jg23217	4264.498845	2.991507412	0.37992354	7.873972247	3.44E-15	5.37E-13	522.5749254	959.4944494	1372.96659	6451.611138	7830.461366	8449.884604	
MSTRG.3322	MSTRG.3322_jg27384	357.7855187	2.090417227	0.26646328	7.845048004	4.33E-15	6.68E-13	142.6825735	149.1975283	117.3039805	511.7276837	596.0293121	629.7720342	
MSTRG.4745	MSTRG.4745_jg26177	3936.984634	2.849985126	0.365645465	7.794394831	6.47E-15	9.88E-13	626.0197912	1039.237956	1209.761051	6256.001921	5080.771054	9410.116029	
MSTRG.36801	MSTRG.36801_jg19463	126.6134001	10.01907761	1.294032372	7.742524707	9.75E-15	1.45E-12	0	0	0	169.411554	381.3577379	208.9111091	
MSTRG.1567	MSTRG.1567_jg7893	1205.832272	3.362032146	0.43457885	7.736299507	1.02E-14	1.52E-12	369.1911589	136.3356724	138.7247074	2290.549	2319.715776	1980.477314	
MSTRG.15100	MSTRG.15100_jg1341	2418.721757	2.044484952	0.264437697	7.731442894	1.06E-14	1.57E-12	1070.119301	883.6094997	879.2698368	2959.462662	4129.902257	4589.966985	
MSTRG.25382	MSTRG.25382_jg36572	70.30450913	-4.363156177	0.564557214	-7.728457048	1.09E-14	1.60E-12	174.7861525	105.4672183	122.4041536	3.493021732	8.839417765	6.837090842	
MSTRG.35340	MSTRG.35340_jg18108	6253.618194	-3.548065992	0.459203662	-7.726562926	1.10E-14	1.60E-12	15286.65422	10285.62616	8993.645186	1408.561013	423.6606657	1123.561928	
MSTRG.16361	MSTRG.16361_jg2518	158.6846606	-5.969441511	0.774154631	-7.710916238	1.25E-14	1.80E-12	349.572305	362.7043361	225.4276496	0	11.3649657	3.038707041	
MSTRG.30228	MSTRG.30228_jg9957	3369.951478	2.684040266	0.349293065	7.684207146	1.54E-14	2.21E-12	1348.350319	796.1488796	581.4197296	5779.204455	5819.493824	5895.091659	
MSTRG.38903	MSTRG.38903_jg12420	852.9816363	2.204020806	0.287600279	7.663486317	1.81E-14	2.57E-12	303.2004687	344.6977379	265.2089995	1598.057442	1565.208331	1041.516838	
MSTRG.102	MSTRG.102_jg15496.1	4322.926921	3.947472642	0.51629943	7.645704045	2.08E-14	2.93E-12	920.302599	419.296502	241.7482034	9944.63287	4764.446175	9647.135178	
MSTRG.16226	MSTRG.16226_jg2394	92.95565479	9.572140782	1.252535784	7.642209434	2.14E-14	3.00E-12	0	0	0	196.4824724	181.2080642	180.0433922	
MSTRG.10628	MSTRG.10628_jg3003	4070.698783	-2.269182619	0.297789971	-7.620077376	2.54E-14	3.54E-12	9176.273007	5254.068131	5797.876743	1584.085355	1289.29222	1322.59724	
MSTRG.19492	MSTRG.19492_jg23821	125.279995	5.275852982	0.69295722	7.613533461	2.67E-14	3.70E-12	0	5.144742356	12.24041536	182.5103855	331.4781662	220.3062605	
MSTRG.23984	MSTRG.23984_jg13922	366.0118322	2.244814906	0.295505201	7.596532637	3.04E-14	4.20E-12	160.5178952	100.3224759	123.4241882	586.8276509	667.3760412	557.602742	
MSTRG.37306	MSTRG.37306_jg19942	372.3101428	2.412849796	0.31819161	7.583008854	3.38E-14	4.64E-12	158.734363	97.75010477	98.9433575	670.6601725	662.3249454	545.4479138	
MSTRG.12673	MSTRG.12673_jg35016	3573.323006	2.306824382	0.304423008	7.577693928	3.52E-14	4.81E-12	820.4247976	1335.060641	1446.409082	6910.943496	4991.745489	5935.354528	
MSTRG.33966	MSTRG.33966_jg31106	868.5993084	-2.423708826	0.320073921	-7.572340837	3.67E-14	4.99E-12	1059.418108	1683.616936	1649.39597	240.145244	231.0876359	347.9319562	
MSTRG.12540	MSTRG.12540_jg34890	479.7339928	-3.044948926	0.402292644	-7.568989825	3.76E-14	5.09E-12	1301.978483	688.1092902	577.3395912	125.7487823	97.8649824	87.36282743	
MSTRG.4775	MSTRG.4775_jg26205	214.8274781	5.195579465	0.686620616	7.566885324	3.82E-14	5.15E-12	0	15.43422707	17.34058843	245.3847766	551.2008363	459.6044399	
MSTRG.17389	MSTRG.17389_jg10737	1990.940559	2.483742494	0.328947694	7.550569718	4.33E-14	5.78E-12	486.904282	679.105991	644.6618757	2595.315147	4722.774634	2816.881427	
MSTRG.8070	MSTRG.8070_jg6318	713.9314968	2.048428474	0.271607702	7.541864464	4.63E-14	6.14E-12	238.9933106	279.1022728	314.1706609	1376.250562	947.7118618	1127.360312	
MSTRG.27045	MSTRG.27045_jg17235.1	1287.594067	5.097653865	0.676462683	7.535750295	4.86E-14	6.41E-12	60.64009373	69.45402181	88.74301137	670.6601725	5486.121497	1349.945603	
MSTRG.20663	MSTRG.20663_jg33045	117.5129128	3.188334272	0.424839377	7.504799338	6.15E-14	8.08E-12	14.26825735	24.43752619	29.58100379	185.1301518	226.03654	225.6239978	
MSTRG.6031	MSTRG.6031_jg14839	4864.652383	3.06750116	0.40954404	7.490039809	6.89E-14	8.99E-12	774.0529612	1091.971565	1243.422194	5021.218739	13434.65223	7622.596612	
MSTRG.29780	MSTRG.29780_jg9522	1015.651791	2.652538957	0.354631195	7.479711309	7.45E-14	9.68E-12	176.5696847	255.9509322	400.8736031	1804.145724	1537.427304	1918.943496	
MSTRG.32782	MSTRG.32782_jg29849	495.9515847	-2.332833526	0.312396068	-7.467550851	8.17E-14	1.05E-11	754.4341073	815.4416635	912.930979	186.0034072	194.4671908	112.4321605	
MSTRG.22732	MSTRG.22732_jg12728	30439.56187	2.223181847	0.298043782	7.45924585	8.70E-14	1.11E-11	14389.53754	9621.954392	8207.198499	42178.23741	57374.76655	50865.67684	
MSTRG.20885	MSTRG.20885_jg33255	3689.263637	2.323837069	0.311659429	7.456334884	8.90E-14	1.13E-11	784.7541542	1368.501467	1529.031885	6670.798252	6135.818703	5646.677359	
MSTRG.38854	MSTRG.38854_jg12371	1463.969949	2.707238223	0.364689757	7.423400772	1.14E-13	1.44E-11	237.2097784	447.592585	479.4162683	1859.160817	3074.223221	2686.217024	
MSTRG.27044	MSTRG.27044_jg17234	6965.758805	5.063868016	0.683115814	7.412898243	1.24E-13	1.54E-11	235.4262463	412.8655741	564.0791412	3647.587943	29604.47287	7330.12106	
MSTRG.34404	MSTRG.34404_jg31522	14384.47182	3.196132663	0.432611736	7.387993436	1.49E-13	1.85E-11	2509.429761	3013.532835	2967.28069	14558.91458	44229.28956	19028.38349	
MSTRG.36995	MSTRG.36995_jg19643	1059.757921	2.980195494	0.403681077	7.382549401	1.55E-13	1.91E-11	110.5789945	302.2536134	299.8901763	1835.58292	1923.204751	1887.037072	
MSTRG.14014	MSTRG.14014_jg21455	1309.72715	2.394895649	0.324537005	7.379422419	1.59E-13	1.95E-11	535.0596506	396.1451614	326.4110763	2378.747799	2633.515107	1588.484106	
MSTRG.19608	MSTRG.19608_jg32052	637.9115978	2.192187918	0.298210736	7.351136797	1.97E-13	2.38E-11	260.3956966	218.6515501	209.1070957	1337.827323	985.5950808	815.8928405	
MSTRG.3200	MSTRG.3200_jg27265	76.03847434	-3.084924341	0.422657378	-7.298877295	2.90E-13	3.49E-11	144.4661057	120.9014454	142.8048459	17.46510866	17.67883553	12.91450492	
MSTRG.26320	MSTRG.26320_jg16539	9854.066537	-2.35576587	0.322805115	-7.297795983	2.93E-13	3.51E-11	18272.28707	16740.99163	14448.7903	3300.032281	4288.38039	2073.917555	
MSTRG.37084	MSTRG.37084_jg19734	500.6258579	-2.10870885	0.289656165	-7.280041309	3.34E-13	3.96E-11	727.6811248	924.7674385	786.4466869	166.7917877	239.2956666	158.7724429	
MSTRG.2110	MSTRG.2110_jg8414	874.6347189	-2.553536136	0.350919028	-7.276710398	3.42E-13	4.05E-11	1710.40735	1382.649508	1390.307178	375.4998361	194.4671908	194.4772506	
MSTRG.13850	MSTRG.13850_jg21300	7415.940452	2.065737288	0.283954668	7.274884063	3.47E-13	4.06E-11	2521.914486	2902.920875	3152.92699	14765.00286	8511.096534	12641.78097	
MSTRG.31174	MSTRG.31174_jg915	513.7773796	-2.670690303	0.367102383	-7.275055752	3.46E-13	4.06E-11	1212.801875	797.4350652	653.8421872	168.5382985	100.3905303	149.6563218	
MSTRG.27514	MSTRG.27514_genb_20026	589.6453955	-4.37372422	0.601412993	-7.272413911	3.53E-13	4.12E-11	1330.514998	922.1950674	1122.038075	97.80460848	52.40511961	12.91450492	
MSTRG.31423	MSTRG.31423_jg1162	2922.751414	-3.401137908	0.467955832	-7.268074631	3.65E-13	4.24E-11	9406.348657	3449.54975	3164.147371	608.6590367	385.1460598	522.657611	
MSTRG.2245	MSTRG.2245_jg8535	6553.875158	3.2858515	0.452353015	7.263909804	3.76E-13	4.35E-11	731.2481891	976.2148621	1947.246077	13508.38829	7101.840787	15058.31274	
MSTRG.37656	MSTRG.37656_jg20271	117.7117632	-2.826428131	0.389270117	-7.260840236	3.85E-13	4.43E-11	237.2097784	160.7731986	221.3475111	22.70464125	31.56934916	32.66610069	
MSTRG.38023	MSTRG.38023_jg11588	467.9174768	2.44579207	0.337128003	7.254787654	4.02E-13	4.61E-11	99.87780144	141.4804148	191.7665073	656.6880855	882.0476155	835.6444363	
MSTRG.18342	MSTRG.18342_jg22730	7632.31316	2.204184607	0.303895777	7.253093912	4.07E-13	4.65E-11	2197.311632	2712.565407	3253.910417	10416.1908	10487.33779	16726.56291	
MSTRG.13280	MSTRG.13280_jg20755	1893.143472	-4.018111925	0.554955653	-7.240419844	4.47E-13	5.08E-11	7151.963996	1858.538176	1688.157285	246.2580321	220.9854441	192.9578971	
MSTRG.14062	MSTRG.14062_jg21502	159.3052325	2.838039807	0.392516924	7.230362905	4.82E-13	5.45E-11	26.75298253	54.01979474	35.70121147	241.8917549	293.5949472	303.8707041	
MSTRG.9420	MSTRG.9420_jg24042	103.6097787	9.729384557	1.346239345	7.227083795	4.93E-13	5.56E-11	0	0	0	89.94530959	213.4088003	318.3045625	
MSTRG.7009	MSTRG.7009_jg5298.1	35433.84809	2.128168725	0.294513173	7.226056156	4.97E-13	5.58E-11	17744.36155	11809.75608	10027.96028	55144.33408	66151.04562	51725.63093	
MSTRG.988	MSTRG.988_jg16333	1265.938999	3.109702685	0.43081073	7.218257269	5.27E-13	5.88E-11	112.3625266	343.4115523	330.4912147	2205.843223	2045.693826	2557.831652	
MSTRG.36677	MSTRG.36677_jg19342	1079.614495	2.639819071	0.365979728	7.213019929	5.47E-13	6.06E-11	347.7887729	286.8193864	262.1488956	1109.907655	2499.661066	1971.361193	
MSTRG.18465	MSTRG.18465_jg22846	493.5425606	-4.725290401	0.656048276	-7.202656533	5.91E-13	6.51E-11	1888.760567	547.9150609	417.1941569	21.83138582	61.24453737	24.30965633	
MSTRG.3294	MSTRG.3294_jg27358	8977.323686	2.501901742	0.34741245	7.201531622	5.95E-13	6.54E-11	1863.791116	2960.799226	3255.950486	11344.46133	20781.47117	13657.4688	
MSTRG.5109	MSTRG.5109_jg13953	821.4392477	2.038331348	0.284157331	7.173249203	7.32E-13	8.01E-11	294.2828078	333.1220676	336.6114224	1615.522551	982.4381459	1366.658492	
MSTRG.22503	MSTRG.22503_jg28642	8520.539989	2.495194194	0.348677265	7.156171175	8.30E-13	9.04E-11	1565.941244	2827.035925	3305.932182	13927.5509	11803.14826	17693.63142	
MSTRG.23478	MSTRG.23478_jg13443	113.336223	-6.637154324	0.930563648	-7.13240232	9.86E-13	1.07E-10	303.2004687	203.2173231	167.2856766	0	6.313869832	0	
MSTRG.29792	MSTRG.29792_jg9534	2183.479022	2.357185572	0.330621277	7.129564063	1.01E-12	1.09E-10	445.8830421	716.4053731	974.1330558	3544.543802	3853.986145	3565.922713	
MSTRG.6784	MSTRG.6784_jg5091	167.4155406	2.659450851	0.373131	7.12739185	1.02E-12	1.10E-10	62.4236259	39.87175326	36.72124608	249.7510538	330.8467792	284.8787851	
MSTRG.18471	MSTRG.18471_jg22851	529.206201	-4.675674512	0.657717575	-7.108939595	1.17E-12	1.25E-10	1999.339561	596.7901133	460.0356106	26.19766299	70.08395514	22.79030281	
MSTRG.24884	MSTRG.24884_jg36099	942.664349	3.085861282	0.435496277	7.085849976	1.38E-12	1.47E-10	201.5391351	138.9080436	255.0086533	1884.485224	871.9454238	2304.099614	
MSTRG.29703	MSTRG.29703_jg9456	231.872904	2.863440698	0.404896344	7.072033963	1.53E-12	1.62E-10	33.8871112	57.87835151	74.46252678	311.7521895	429.3431486	483.9140963	
MSTRG.1793	MSTRG.1793_jg8114	3763.704986	-2.697964859	0.381900745	-7.064570824	1.61E-12	1.69E-10	10280.27942	4854.064413	4433.07043	991.1449163	1137.127957	886.5427792	
MSTRG.31840	MSTRG.31840_jg28958	237.4704699	-3.042379784	0.431415738	-7.05208344	1.76E-12	1.84E-10	581.431487	336.9806243	351.9119416	75.09996723	42.93431486	36.46448449	
MSTRG.27206	MSTRG.27206_jg17401	574.3787266	-2.93772795	0.417318033	-7.039542316	1.93E-12	1.99E-10	1539.188261	891.3266132	618.1409757	158.0592334	140.7992973	98.75797883	
MSTRG.5138	MSTRG.5138_jg13982	296.4231119	2.264658486	0.322698657	7.017873918	2.25E-12	2.31E-10	87.39307626	96.46391918	121.384119	379.8661133	570.7738328	522.657611	
MSTRG.18376	MSTRG.18376_genb_13637	294198.7633	2.209559921	0.316237581	6.987025123	2.81E-12	2.87E-10	102667.2458	101766.8624	109358.9309	318533.8912	666202.2928	466663.3564	
MSTRG.18376	MSTRG.18376_genb_19950	294198.7633	2.209559921	0.316237581	6.987025123	2.81E-12	2.87E-10	102667.2458	101766.8624	109358.9309	318533.8912	666202.2928	466663.3564	
MSTRG.18376	MSTRG.18376_genb_13636	294198.7633	2.209559921	0.316237581	6.987025123	2.81E-12	2.87E-10	102667.2458	101766.8624	109358.9309	318533.8912	666202.2928	466663.3564	
MSTRG.18476	MSTRG.18476_jg22857	8104.930391	-2.180055741	0.312948666	-6.96617682	3.26E-12	3.31E-10	16087.46016	12541.59568	11209.16037	3996.890116	2515.445741	2279.030281	
MSTRG.9753	MSTRG.9753_jg24364	129262.1543	4.810796206	0.692707314	6.94491903	3.79E-12	3.82E-10	13872.31321	7155.050432	5656.091931	81572.5365	562303.7764	105013.1573	
MSTRG.10600	MSTRG.10600_jg2977	83.16836584	5.949407167	0.858755445	6.92794113	4.27E-12	4.30E-10	5.350596506	0	3.06010384	96.05809762	137.0109754	257.5304217	
MSTRG.23231	MSTRG.23231_jg13208	1498.101698	3.241083236	0.468086968	6.92410483	4.39E-12	4.40E-10	139.1155092	338.2668099	380.4729108	1536.056306	3167.037108	3427.661542	
MSTRG.37484	MSTRG.37484_jg20109	173.0259956	-2.495937583	0.360859783	-6.916641041	4.62E-12	4.60E-10	310.3345973	298.3950567	273.3692764	37.54998361	48.61679771	69.89026194	
MSTRG.36334	MSTRG.36334_jg19007	4348.714166	-3.180940751	0.460799741	-6.90308711	5.09E-12	5.04E-10	9376.02861	7542.192294	6583.303395	819.9868515	1394.733846	376.0399963	
MSTRG.25718	MSTRG.25718_jg36898	39.63551281	-9.172002882	1.331479726	-6.888578701	5.64E-12	5.50E-10	67.77422241	82.3158777	87.72297675	0	0	0	
MSTRG.13140	MSTRG.13140_jg20625	510.1518714	2.642328298	0.383778947	6.88502671	5.78E-12	5.62E-10	187.2708777	104.1810327	132.6044997	596.4334607	1170.591467	869.8298905	
MSTRG.28090	MSTRG.28090_jg4274	138.9771212	3.056486602	0.444996211	6.868567696	6.48E-12	6.26E-10	16.05178952	37.29938208	34.68117686	290.7940591	194.4671908	260.5691288	
MSTRG.2892	MSTRG.2892_jg26975	142.2736934	2.834604632	0.412839152	6.866123571	6.60E-12	6.34E-10	42.80477205	39.87175326	23.46079611	271.5824396	196.3613518	279.5610478	
MSTRG.25914	MSTRG.25914_jg37089	1587.084861	-2.361182747	0.344114568	-6.861618103	6.81E-12	6.52E-10	2163.424521	3076.555929	2731.652695	427.8951621	743.1424792	379.8383801	
MSTRG.8796	MSTRG.8796_jg7007	311.0102425	-3.515877092	0.512867688	-6.855329702	7.11E-12	6.79E-10	1025.530997	380.7109344	310.0905225	45.40928251	51.14234564	53.17737322	
MSTRG.38796	MSTRG.38796_jg12318	82.3959948	-6.318006283	0.923885533	-6.838516306	8.00E-12	7.61E-10	165.8684917	145.3389716	177.4860227	0	5.682482849	0	
MSTRG.20727	MSTRG.20727_jg33106	9122.922393	-4.078555183	0.596696547	-6.835225044	8.19E-12	7.76E-10	27493.14838	13013.62579	11171.41909	1966.571235	390.8285426	701.9413265	
MSTRG.35145	MSTRG.35145_jg17922	2741.027078	-2.324441061	0.340155585	-6.83346434	8.29E-12	7.83E-10	6010.503408	4589.110182	3110.085536	999.8774707	1061.992906	674.5929631	
MSTRG.35802	MSTRG.35802_jg18552	267.8225247	3.566417044	0.52250969	6.825551972	8.76E-12	8.21E-10	21.40238602	51.44742356	51.00173067	243.6382658	607.3942778	632.0510645	
MSTRG.38004	MSTRG.38004_jg11570	5975.261284	2.607099481	0.382674788	6.812833153	9.57E-12	8.94E-10	2703.834768	1236.024351	1117.957936	10417.06406	10009.37784	10367.30875	
MSTRG.35138	MSTRG.35138_jg17915	1121.156156	-2.358300217	0.346668883	-6.802745589	1.03E-11	9.56E-10	2559.368662	1774.936113	1295.443959	393.8382002	423.0292787	280.3207245	
MSTRG.19338	MSTRG.19338_jg23678.1	190.7413601	5.509268214	0.810514779	6.797245842	1.07E-11	9.89E-10	0	16.72041266	7.140242294	221.80688	683.7921028	214.9885231	
MSTRG.38002	MSTRG.38002_jg11568	9249.448325	2.59977371	0.382816497	6.791174701	1.11E-11	1.03E-09	4210.91945	1898.409929	1752.419466	15967.47559	15555.48111	16111.98441	
MSTRG.32425	MSTRG.32425_jg29516	4808.821249	-3.82161886	0.562959961	-6.788438126	1.13E-11	1.04E-09	18134.95509	5063.712664	3748.627204	681.1392376	707.1534212	517.3398737	
MSTRG.38000	MSTRG.38000_jg11566	7412.586759	2.594343327	0.384934957	6.739692713	1.59E-11	1.45E-09	3395.845249	1518.985181	1406.627732	12827.24905	12413.06809	12913.74525	
MSTRG.35335	MSTRG.35335_jg18101	319.0471565	-3.72743235	0.553304233	-6.736677811	1.62E-11	1.47E-09	879.2813591	495.1814518	404.9537415	71.6069455	17.67883553	45.58060561	
MSTRG.29158	MSTRG.29158_jg8935	469.6941064	-2.411425116	0.358601133	-6.724532904	1.76E-11	1.59E-09	788.3212185	736.9843425	847.6487637	119.6359943	218.4598962	107.1144232	
MSTRG.18658	MSTRG.18658_jg23034	281.8558157	-2.041843026	0.303882033	-6.719196289	1.83E-11	1.64E-09	390.5935449	434.7307291	535.518172	89.94530959	129.4343316	110.912807	
MSTRG.9644	MSTRG.9644_jg24257	1136.222952	3.555107409	0.531803884	6.68499707	2.31E-11	2.04E-09	48.15536855	250.8061899	233.5879265	2151.701387	2072.843466	2060.243374	
MSTRG.36946	MSTRG.36946_jg19595	364.0989896	2.12394694	0.318257742	6.673669363	2.49E-11	2.18E-09	94.52720494	136.3356724	174.4259189	595.5602052	556.2519322	627.493004	
MSTRG.36264	MSTRG.36264_jg18937	544.580383	2.006888614	0.30089056	6.66982911	2.56E-11	2.23E-09	160.5178952	236.6581484	251.9485495	721.3089876	997.5914335	899.4572841	
MSTRG.14443	MSTRG.14443_jg21861	57.11559481	6.459264912	0.972013135	6.645244469	3.03E-11	2.61E-09	0	2.572371178	1.020034613	111.7766954	122.4890747	104.8353929	
MSTRG.21765	MSTRG.21765_jg27938	886.9315126	2.054644378	0.309239779	6.644178776	3.05E-11	2.62E-09	267.5298253	371.7076352	391.6932915	1188.500644	1852.489409	1249.668271	
MSTRG.6480	MSTRG.6480_jg15257	91.60490949	-3.333039106	0.502830277	-6.628556911	3.39E-11	2.90E-09	247.9109714	109.3257751	142.8048459	17.46510866	13.89051363	18.23224225	
MSTRG.6546	MSTRG.6546_jg15315	218.4346163	-2.724052188	0.411014628	-6.627628314	3.41E-11	2.91E-09	338.871112	479.7472247	320.2908686	43.66277164	83.97446877	44.06125209	
MSTRG.18420	MSTRG.18420_jg22801	2403.815244	-2.102741872	0.317338306	-6.626183583	3.44E-11	2.92E-09	4778.08268	3710.645424	3210.048928	1194.613432	660.4307844	869.0702137	
MSTRG.23208	MSTRG.23208_jg13186	479.0353342	5.294575968	0.800841096	6.611269071	3.81E-11	3.21E-09	0	33.44082532	36.72124608	586.8276509	722.9380958	1494.284187	
MSTRG.2558	MSTRG.2558_jg26662	1320.216842	2.170483969	0.328884003	6.599542538	4.12E-11	3.46E-09	338.871112	437.3031003	660.9824295	2402.325696	1783.036841	2298.781876	
MSTRG.4882	MSTRG.4882_genb_1360	384.4606535	-4.295069972	0.651408149	-6.593515875	4.30E-11	3.58E-09	652.7727737	721.5501155	820.1078292	78.59298896	24.62409234	9.116121123	
MSTRG.11265	MSTRG.11265_jg3616	1591.155904	2.24201121	0.34044612	6.585509654	4.53E-11	3.76E-09	349.572305	526.0499059	787.4667215	2604.047701	2557.117282	2722.681509	
MSTRG.27879	MSTRG.27879_jg4077	49.05134353	8.649093179	1.313366206	6.585439108	4.54E-11	3.76E-09	0	0	0	117.8894834	77.66059893	98.75797883	
MSTRG.31750	MSTRG.31750_jg28872	6284.463285	-2.268728894	0.344753379	-6.580729973	4.68E-11	3.87E-09	9568.650085	10301.06038	11356.04535	3176.030009	1422.514873	1882.479012	
MSTRG.32739	MSTRG.32739_jg29809	431.2128133	-2.226832569	0.338855293	-6.571632835	4.98E-11	4.08E-09	995.2109501	586.5006286	550.8186912	137.101103	152.7956499	164.849857	
MSTRG.159	MSTRG.159_jg15540	438.9972092	2.490142601	0.379004522	6.570218716	5.02E-11	4.10E-09	80.25894759	118.3290742	196.8666804	730.9147973	749.4563491	758.1574067	
MSTRG.30018	MSTRG.30018_jg9752	1964.81501	2.163656082	0.329589893	6.564691835	5.21E-11	4.24E-09	592.13268	563.349288	993.5137135	3920.916894	2620.25598	3098.721505	
MSTRG.25966	MSTRG.25966_jg37136	590.3134855	-2.256684754	0.343868381	-6.562641051	5.29E-11	4.28E-09	1171.780635	1012.228059	744.6252678	274.2022059	152.164263	186.880483	
MSTRG.24611	MSTRG.24611_jg35853.2	1119.84392	3.407689632	0.520426272	6.547881644	5.84E-11	4.69E-09	135.5484448	204.5035087	237.6680649	870.6356666	3596.380256	1674.32758	
